Name;Name (normalized)
Schedule risk;schedule risk
Schedule simulation system;schedule simulation system
Schedule-space conflict impact factor;schedule space conflict impact factor
scheduling;scheduling
Scheduling;scheduling
Scheduling, activity cost;scheduling and activity cost
Scheduling and cost evaluate;scheduling and cost evaluate
Schema;schema
Schema mapping;schema mapping
Schematic design;schematic design
schematic diagram;schematic diagram
Scheme optimization;scheme optimization
school walk routes;school walk route
Scia Engineer;SCIA ENGINEER
science fiction prototyping;science fiction prototyping
Scoring scheme;scoring scheme
Search and rescue;search and rescue
Search results;search result
Secondary data;secondary data
Secondary objects;secondary object
Security;security
SEEM;single european electronic market
Segmentation;segmentation
SEIS;single european information space
Sejong city;sejong city
Self-adaptation;self adaptation
Self-organisation;self organization
Semantic;semantic
Semantics;semantic
semantic analysis;semantic analysis
Semantic BIM;semantic BIM
Semantic Exchange Modules (SEM);semantic exchange module
Semantic expansion;semantic expansion
Semantic graph data model;semantic graph data model
Semantic interoperability;semantic interoperability
Semantics Interoperability;semantic interoperability
Semantic models;semantic model
Semantic modeling;semantic modeling
Semantic name matching;semantic name matching
semantic ontology;semantic ontology
Semantic quantity take-off;semantic quantity takeoff
Semantic Web;semantic web
Semantic web;semantic web
Semantic Web Service;semantic web service
Semantic web technology;semantic web technology
Sematic;semantic
Semi-automated safety assessment;semi automated safety assessment
Semiotics;semiotic
Sensing;sensing
Sensing and tracking;sensing and tracking
Sensitivity analysis;sensitivity analysis
Sensors;sensor
Sensor;sensor
Sensors: photo and video cameras, unmanned aerial vehicles;sensor photo and video camera unmanned aerial vehicle
Sensor technology;sensor technology
Sequencing knowledge;sequencing knowledge
Sequential cascading process;sequential cascading process
Serious game;serious game
Serious gaming;serious gaming
Service Design;service design
Service life planning;service life planning
Service-oriented architecture;service oriented architecture
Service-Oriented Architecture;service oriented architecture
Set-based Design;set based design
Set-based design;set based design
Shade depth;shade depth
Shading;shading
Shanghai Center;shanghai center
Shape grammar;shape grammar
Shape information;shape information
Shape representation;shape representation
Shared building model;shared building model
Shared situational awareness;shared situational awareness
Sharing;sharing
Shield;shield
Shipbuilding;ship building
SHOJN (D) OWL DL;SHOJN (D) OWL DL
Shop drawings;shop drawing
Shop drawing;shop drawing
Signal attenuation;signal attenuation
Signal Attenuation;signal attenuation
Signal processing;signal processing
SimaPro;SIMAPRO
Simulated annealing;simulated annealing
Simulation;simulation
simulation;simulation
simulation as a service;simulation as a service
Simulation in ecology;simulation in ecology
Simulation in Ecology;simulation in ecology
simultaneous localization and mapping (SLAM);simultaneous localization and mapping
Singapore;SINGAPORE
Single house design;single house design
Single objective;single objective
Site layout;site layout
Site layout modelling;site layout modeling
site manager;site manager
Site planning;site planning
Site workflow;site workflow
Situation;situation
Situation awareness;situation awareness
Situational awareness;situational awareness
six Sigma;six sigma
Six Sigma;six sigma
Sketch-based interaction;sketch based interaction
Sketchpad;sketchpad
Skew presence;skew presence
Skill development;skill development
Sky view factor;sky view factor
Slab;slab
SLAM;simultaneous localization and mapping
Sliding device;sliding device
Sliding window;sliding window
Slim BIM chart;slim BIM chart
Slim BIM variables;slim BIM variable
SMEs;small or medium enterprise
Small or medium enterprise (SME);small or medium enterprise
SME;small or medium enterprise
Small to medium sized enterprises;small or medium enterprise
Small to medium-sized enterprises;small or medium enterprise
Small-scale construction;small scale construction
Small sized companies;small sized company
Small-World network;small world network
Smart BIM;smart BIM
Smart built environments;smart built environment
Smart construction objects;smart construction object
Smart Design system;smart design system
Smart grid;smart grid
Smart sensor systems;smart sensor system
SOAP;simple object access protocol
Social BIM;social BIM
Social interfaces;social interface
Social Network;social network
Social network analysis;social network analysis
Social network theory;social network theory
Social Relation;social relation
Sociotechnical systems;sociotechnical system
soft landings;soft landing
Soft Landings;soft landing
Software;software
Soft-wares;software
software design and development;software design and development
Software development;software development
Software engineering;software engineering
Software interoperability;software interoperability
Software selection;software selection
Software solutions;software solution
Software systems;software system
Software testing;software testing
Software tools in structural engineering;software tool in structural engineering
Software tools interoperability;software tool interoperability
Solar energy;solar energy
Solar panels;solar panel
Solar radiation;solar radiation
Solibri;SOLIBRI
Solibri model checker;SOLIBRI MODEL CHECKER
solid modeling;solid modeling
Solutions;solution
Solution;solution
Space and asset management;space and asset management
Space layout planning;space layout planning
Space model;space model
Space object;space object
Space Syntax;space syntax
Space-time model;space time model
SPARQL;SPARQL
Spatial analysis;spatial analysis
spatial cognition;spatial cognition
Spatial data quality;spatial data quality
Spatial database;spatial database
Spatial Database;spatial database
Spatial dbms;spatial DBMS
Spatial information;spatial information
Spatial modelling;spatial modeling
Spatial relationship;spatial relationship
Specialty contractor;specialty contractor
specific heat loss coefficient;specific heat loss coefficient
Specification;specification
Specification for cost estimation;specification for cost estimation
SSA;storm and sanitary analysis 
Stability relations;stability relation
Stacked auto-encoders;stacked auto encoder
Stadium construction;stadium construction
Stage-based design process;stage based design process
Staircase design;staircase design
Stakeholders;stakeholder
Stakeholder competency;stakeholder competency
Stakeholder relations;stakeholder relation
Stakeholders' roles;stakeholder role
Stakeholder survey;stakeholder survey
Standards;standard
Standard;standard
standards;standard
Standards and codes;standard and code
Standard for the exchange of product model data (STEP);standard for the exchange of product model data
standard of care;standard of care
Standardisation;standardization
Standardization;standardization
Standardisation process;standardization process
Standpoints;standpoint
Static and dynamic semantics;static and dynamic semantic
Static load analysis;static load analysis
Statistical analysis;statistical analysis
Steel;steel
Steel buildings;steel building
steel construction;steel construction
Steel construction;steel construction
Steel detailing;steel detailing
Steel reuse;steel reuse
Steel structure;steel structure
Steel truss girder;steel truss girder
STEP (ISO 10303);step (ISO 10303)
Stochastic;stochastic
Strain;strain
Strategic;strategic
strategic decision;strategic decision
Strategic planning;strategic planning
strategy;strategy
Strategies;strategy
Strategies to implement BIM;strategy to implement BIM
Stratum sequence interpretation;stratum sequence interpretation
Stroboscope;STROBOSCOPE
Structural Analysis;structural analysis
Structural analysis model;structural analysis model
S-bim;structural building information modeling
Structural building information modeling;structural building information modeling
S-BIM;structural building information modeling
Structural components;structural component
Structural design;structural design
structural design;structural design
structural engineering;structural engineering
Structural engineering;structural engineering
Structural equation model;structural equation model
Structural equation modeling;structural equation modeling
Structural equation modelling;structural equation modeling
Structural floor system;structural floor system
Structural frame;structural frame
Structural framework;structural framework
Structural health monitoring;structural health monitoring
Structural models;structural model
Structural model;structural model
Structural practice;structural practice
Structural safety analysis;structural safety analysis
Structural simulation;structural simulation
Structural systems;structural system
Structural working drawing;structural working drawing
Structure;structure
structure analysis;structure analysis
Structures and design;structure and design
Structure and motion;structure and motion
Structure design;structure design
Structure from;structure from
Structure from motion (SFM);structure from motion
Structure from motion;structure from motion
Structure-from-motion;structure from motion
Structure from Motion modelling;structure from motion modeling
Student learning outcome;student learning outcome
Study;study
Study and application;study and application
STV;STV
Subgrade compaction;subgrade compaction
Submittals;submittal
Subways;subway
Subway construction;subway construction
Subway station;subway station
Subway stations;subway station
Success level assessment model for BIM projects (SLAM BIM);success level assessment model for BIM project
Sun path;sun path
Sunlight;sunlight
Sunshine;sunshine
Sunshine hours;sunshine hour
Supplier-driven;supplier driven
supplier performance evaluation;supplier performance evaluation
Supplier rating;supplier rating
Supply chain;supply chain
supply chain;supply chain
supply chain management;supply chain management
Supply Chain Management;supply chain management
Supply chain management (SCM);supply chain management
Supply chain management;supply chain management
Supply-chain management;supply chain management
Supply chain optimisation;supply chain optimization
supply chain partnership;supply chain partnership
support system framework;support system framework
Support technical requirements;support technical requirement
Support vector machine;support vector machine
Surface;surface
Surface condensation;surface condensation
Surface model;surface model
Surface subsidence;surface subsidence
Surrogate server;surrogate server
Survey;survey
survey;survey
Surveys;survey
Surveying;surveying
Surveying: laser scanning, photo- and videogrammetry;surveying laser scanning photogrammetry and videogrammetry
Sustainability;sustainability
sustainability;sustainability
Sustainability analyses;sustainability analysis
Sustainability appraisal;sustainability appraisal
Sustainability assessment;sustainability assessment
Sustainable;sustainable
Sustainable assessment framework;sustainable assessment framework
Sustainable asset redevelopment;sustainable asset redevelopment
sustainable building;sustainable building
Sustainable building;sustainable building
Sustainable building design;sustainable building design
Sustainable Building Rating System;sustainable building rating system
Sustainable Community;sustainable community
Sustainable community maintenance management;sustainable community maintenance management
Sustainable construction;sustainable construction
Sustainable construction processes;sustainable construction process
Sustainable design;sustainable design
Sustainable design rating system;sustainable design rating system
Sustainable development;sustainable development
Sustainable economic development;sustainable economic development
Sustainable energy;sustainable energy
Sustainable refurbishment;sustainable refurbishment
Sustainable Service Innovation Process (S2IP);sustainable service innovation process
Sweden;SWEDEN
SWOT analysis;strenght weakness opportunity threat analysis
Synthetic point clouds;synthetic point cloud
System components;system component
System design;system design
System development;system development
System dynamics;system dynamic
Systems engineering;system engineering
Systems information model;system information model
Systems management;system management
System model;system model
System reliability;system reliability
System selection;system selection
Systematic course development;systematic course development
Systemic approach;systemic approach
Systemic innovations;systemic innovation
systemic innovation;systemic innovation
Tacheometry;tacheometry
Tally;tally
Tangible user interface;tangible user interface
Target;target
Target costs;target cost
Task-based model;task based model
Task specific;task specific
Taxonomy;taxonomy
Teaching experiment;teaching experiment
Teams;team
Team working;team working
Teamwork;teamwork
teamwork;teamwork
Technical approach;technical approach
Technical innovation performance;technical innovation performance
Technological adoption;technological adoption
Technological innovation;technological innovation
Technology;technology
Technology acceptance model;technology acceptance model
TAM (Technology Acceptance Model);technology acceptance model
Technology acceptance model (TAM);technology acceptance model
Technology adoption;technology adoption
technology implementation;technology implementation
Technology implementation motivation;technology implementation motivation
Technology management;technology management
technologyâ€“organizationâ€“environment framework;technology organization environment framework
Tele-operation;teleoperation
Telepresence;telepresence
Template;template
Temporary facilities (scaffolding systems);temporary facility scaffolding system
temporary housing;temporary housing
Temporary objects;temporary object
Temporary platforms;temporary platform
Temporary project organization;temporary project organization
Temporary structures;temporary structure
Temporary structure;temporary structure
Temporary structure sharing;temporary structure sharing
Tendering;tendering
Terrestrial laser scanner;terrestrial laser scanner
Terrestrial Laser Scanner;terrestrial laser scanner
Terrestrial laser scanning;terrestrial laser scanning
terrestrial laser scanning;terrestrial laser scanning
Terrestrial LiDAR;terrestrial LiDAR
Terrorism;terrorism
Test suites;test suite
Text information;text information
Text mining;text mining
Texton;texton
The construction industry;construction industry
The IFC standard;IFC standard
The traditional Korean house;traditional korean house
thematic analysis;thematic analysis
theory of constraints;theory of constraint
Theory of reasoned action;theory of reasoned action
Thermal characterization;thermal characterization
Thermal comfort;thermal comfort
Thermal conductivity;thermal conductivity
Thermal infrared imaging;thermal infrared imaging
Thermal insulation;thermal insulation
Thermal resistances;thermal reistance
Thermography;thermography
Timber construction;timber construction
time and cost control;time and cost control
Time and cost needed;time and cost needed
time/cost analysis;time cost analysis
Time-cost trade-off;time cost trade off
Time-effort distribution curve;time effort distribution curve
Time related;time related
time space conflict analysis;time space conflict analysis
Time-space trade-off;time space trade off
TIN;triangulated irregular network
Tocci Building Cos;TOCCI BUILDING COS
Tool development;tool development
Topological;topological
Topological Information Extraction Model (TIEM);topological information extraction model
Topological relationships;topological relationship
total constraint management;total constraint management
total station surveying;total station surveying
Total time;total time
Tower cranes;tower crane
Tower crane;tower crane
Tower lice;tower lice
Townhouses;townhouse
Traceability;traceability
Tracking;tracking
Traditional building;traditional building
Traffic Planning;traffic planning
Trail;trail
Training;training
Transaction cost economics;transaction cost economic
Transformation;transformation
Transformation techniques;transformation technique
Transportation projects;transportation project
Travel frequency;travel frequency
Trimble;TRIMBLE
Tropical climate;tropical climate
Troubleshooting;troubleshooting
Trunk;trunk
Tunnel construction;tunnel construction
tunnel construction;tunnel construction
tunnel data schema;tunnel data schema
Tunnel Rastatt;tunnel rastatt
Turner construction;turner construction
TV-anytime;TV Anytime
Two-by-four construction system;two by four construction system
Typical office building;typical office building
UAS;unmanned aerial system
Ubiquitous computing;ubiquitous computing
Ubiquitous content services;ubiquitous content service
UBM;unified building model
UCD;user centred design
UDP;user datagram protocol
Uncertainty;uncertainty
Undergraduate study;undergraduate study
Underground pipeline;underground pipeline
Unified building model;unified building model
Unified modeling language (UML);unified modeling language
UK;UNITED KINGDOM
UK housing;UNITED KINGDOM housing
United States of America;UNITED STATES OF AMERICA
Unitized facades;unitized facade
University of Reading;university of reading
Urban Community Design;urban community design
Urban design;urban design
urban energy demand;urban energy demand
Urban form;urban form
Urban green spaces;urban green space
Urban landscape design;urban landscape design
Urban legibility;urban legibility
urban modeling;urban modeling
Urban planning;urban planning
Urban regulations;urban regulation
Urban residential design;urban residential design
Urban road;urban road
Urban Underground;urban underground
Urban underground space;urban underground space
Usability;usability
usability;usability
Usability testing;usability testing
Use;use
Use-case;use case
Use cases;use case
Use phase;use phase
Useful minimum;useful minimum
User activity simulation;user activity simulation
user-centered evaluation;user centered evaluation
User interface;user interface
User Pre-Occupancy Evaluation Method;user pre occupancy evaluation method
User requirements;user requirement
Uses of BIM;BIM use
Utility functions;utility function
Utility life;utility life
Utility Model;utility model
utility network;utility network
Utility network;utility network
UWB;ultra wide band
Validation;validation
Value;value
value co-creation;value co creation
Value level evaluation;value level evaluation
Value orientation;value orientation
Value proposition;value proposition
Value stream mapping and analysis;value stream mapping and analysis
Variables;variable
Variable fuzzy PROMETHEE;variable fuzzy PROMETHEE
Vehicle routing;vehicle routing
Verification;verification
Version control;version control
Versioning;versioning
vertical integration;vertical integration
Vico;VICO
Views;view
Virtual;virtual
Virtual collaboration;virtual collaboration
Virtual construction simulation;virtual construction simulation
Virtual design and construction;virtual design and construction
VDC;virtual design and construction
Virtual Design and Construction;virtual design and construction
Virtual design and construction (VDC);virtual design and construction
Virtual Design and Construction (VDC);virtual design and construction
Virtual environments;virtual environment
Virtual geographic environment;virtual geographic environment
Virtual historic building situation;virtual historic building situation
Virtual information model;virtual information model
Virtual model;virtual model
Virtual models;virtual model
Virtual project development;virtual project development
Virtual property;virtual property
Virtual prototype;virtual prototype
Virtual Prototypes;virtual prototype
Virtual prototyping;virtual prototyping
Virtual reality;virtual reality
Virtual Reality (VR);virtual reality
Virtual reality (VR);virtual reality
virtual teams;virtual team
Virtual team;virtual team
Virtual teams;virtual team
Virtual trial assembly;virtual trial assembly
Virtual work;virtual work
Virtual worlds;virtual world
Virtuality;virtuality
visibility graph;visibility graph
Vision-based registration;vision based registration
Visual analytics;visual analytic
Visual construction monitoring;visual construction monitoring
Visual data exploration;visual data exploration
Visual programming;visual programming
Visual programming language;visual programming language
Visual scripting;visual scripting
Visual User Interface;visual user interface
Visualization;visualization
visualization;visualization
Visualisation;visualization
visualisation learning;visualization learning
Visualisation software;visualization software
VPL;visual programming language
VRML;VRML
vulnerability assessment;vulnerability assessment
Vulnerability assessment;vulnerability assessment
Wall analysis;wall analysis
Wall material;wall material
Waste;waste
waste data;waste data
Waste estimation;waste estimation
Waste management;waste management
Waste planning;waste planning
waste prediction;waste prediction
Waste prediction and minimisation;waste prediction and minimization
waste prevention;waste prevention
Waste reduction;waste reduction
Water distribution networks;water distribution network
Water ponding;water ponding
wavelets;wavelet
Wayfinding algorithm;wayfinding algorithm
Wearable computing;wearable computing
Web 2.0;WEB 2.0
web-based information system;web based information system
Web-based safety management;web based safety management
web-based system;web based system
Web-based system;web based system
Web collaborative extranets;web collaborative extranet
Web documentation;web documentation
Web GL(Web graphics library);web graphic library
Web mining;web mining
Web service;web service
Web services;web service
Web services in 4D BIM;web service in 4D BIM
Web system;web system
Web3D;WEB3D
Webcam;webcam
WebGL;WEBGL
WASPAS-G;weighted aggregated sum product assessment method with grey attributes scores
whole building;whole building
Whole-life management;whole life management
Whole life cycle;whole lifecycle
Willingness to accept (WTA);willingness to accept
Willingness to pay (WTP);willingness to pay
Wind environment;wind environment
Windows;window
Wireless sensors;wireless sensor
Wireless Sensor and Actuator Networks;wireless sensor and actuator network
WSN;wireless sensor network
Wireless sensor networks (WSNs);wireless sensor network
Wireless sensor networks;wireless sensor network
Wireless Sensor Network;wireless sensor network
Wireless sensor network;wireless sensor network
WLAN;wireless local area network
Wood structures;wood structure
Wooden structure;wooden structure
work-based learning;work based learning
WBS work breakdown structure;work breakdown structure
work condition;work condition
Work efficiency;work efficiency
Work envelope;work envelope
work item;work item
Work organization;work organization
Work package information;work package information
Work practices in construction;work practice in construction
Workability;workability
Workers-on-foot;worker on foot
workface planning;workface planning
workflow;workflow
workflow re-engineering;workflow re engineering
Workspace;workspace
Work space;workspace
Workspace conflict;workspace conflict
Workspace interference;workspace interference
Workspace management;workspace management
Workspace modeling and visualization;workspace modeling and visualization
Workspace overlapping;workspace overlapping
World Economic Forum;WORLD ECONOMIC FORUM
WWW;world wide web
World wide web;world wide web
XML;XML
Year in Infrastructure;year in infrastructure
Zero-Net-Energy-building NET-ZEB;zero energy building
Zero energy buildings;zero energy building
ZGF;ZGF
